warehouse_id,ssu_id,expect_num,order_num,order_money,unit_price,ssu_expect_sum,ssu_warehouse_num,warehouse_order_sum,warehouse_company_num,warehouse_order_money,warehouse_ssu_num,act_type,is_act,dayofweek,month,monthinyear,dayinmonth,expect_num_1d,expect_num_r_1d,order_num_1d,order_num_r_1d,order_money_1d,order_money_r_1d,unit_price_1d,unit_price_r_1d,ssu_expect_sum_1d,ssu_expect_sum_r_1d,ssu_warehouse_num_1d,ssu_warehouse_num_r_1d,warehouse_order_sum_1d,warehouse_company_num_1d,warehouse_order_money_1d,warehouse_ssu_num_1d,expect_num_2d,expect_num_r_2d,order_num_2d,order_num_r_2d,order_money_2d,order_money_r_2d,unit_price_2d,unit_price_r_2d,ssu_expect_sum_2d,ssu_expect_sum_r_2d,ssu_warehouse_num_2d,ssu_warehouse_num_r_2d,warehouse_order_sum_2d,warehouse_company_num_2d,warehouse_order_money_2d,warehouse_ssu_num_2d
4,368595,34,19,4114.0,121.0,34,1,1324,1173,261869.72,434,0.0,0.0,5,2,0,0,25.0,0.7352941176470589,11.0,0.5789473684210527,3025.0,0.7352941176470589,0.0,0.0,25.0,0.7352941176470589,0.0,0.0,-65.0,-102.0,14186.130000000005,-15.0,11.0,0.3235294117647059,-2.0,-0.10526315789473684,1331.0,0.3235294117647059,0.0,0.0,11.0,0.3235294117647059,0.0,0.0,-342.0,-330.0,-12049.810000000027,-16.0
4,368595,18,15,2178.0,121.0,18,1,1129,957,281317.85,432,0.0,0.0,6,2,0,0,-16.0,-0.8888888888888888,-4.0,-0.26666666666666666,-1936.0,-0.8888888888888888,0.0,0.0,-16.0,-0.8888888888888888,0.0,0.0,-195.0,-216.0,19448.129999999976,-2.0,9.0,0.5,7.0,0.4666666666666667,1089.0,0.5,0.0,0.0,9.0,0.5,0.0,0.0,-260.0,-318.0,33634.25999999998,-17.0
4,368595,3,2,363.0,121.0,3,1,175,150,43175.86,129,0.0,0.0,6,2,0,1,-15.0,-5.0,-13.0,-6.5,-1815.0,-5.0,0.0,0.0,-15.0,-5.0,0.0,0.0,-954.0,-807.0,-238141.99,-303.0,-31.0,-10.333333333333334,-17.0,-8.5,-3751.0,-10.333333333333334,0.0,0.0,-31.0,-10.333333333333334,0.0,0.0,-1149.0,-1023.0,-218693.86,-305.0
4,368595,5,4,605.0,121.0,5,1,205,186,40825.73,108,0.0,0.0,0,2,0,1,2.0,0.4,2.0,0.5,242.0,0.4,0.0,0.0,2.0,0.4,0.0,0.0,30.0,36.0,-2350.1299999999974,-21.0,-13.0,-2.6,-11.0,-2.75,-1573.0,-2.6,0.0,0.0,-13.0,-2.6,0.0,0.0,-924.0,-771.0,-240492.11999999997,-324.0
4,368595,5,5,605.0,121.0,5,1,441,392,86372.49,180,0.0,0.0,1,2,0,1,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,206.0,45546.76,72.0,2.0,0.4,3.0,0.6,242.0,0.4,0.0,0.0,2.0,0.4,0.0,0.0,266.0,242.0,43196.630000000005,51.0
4,368595,20,17,2420.0,121.0,20,1,593,541,118300.62,189,0.0,0.0,2,2,0,1,15.0,0.75,12.0,0.7058823529411765,1815.0,0.75,0.0,0.0,15.0,0.75,0.0,0.0,152.0,149.0,31928.12999999999,9.0,15.0,0.75,13.0,0.7647058823529411,1815.0,0.75,0.0,0.0,15.0,0.75,0.0,0.0,388.0,355.0,77474.88999999998,81.0
4,368595,31,30,3751.0,121.0,31,1,1155,1019,225211.94,342,0.0,0.0,3,2,0,1,11.0,0.3548387096774194,13.0,0.43333333333333335,1331.0,0.3548387096774194,0.0,0.0,11.0,0.3548387096774194,0.0,0.0,562.0,478.0,106911.32,153.0,26.0,0.8387096774193549,25.0,0.8333333333333334,3146.0,0.8387096774193549,0.0,0.0,26.0,0.8387096774193549,0.0,0.0,714.0,627.0,138839.45,162.0
4,368595,34,30,4114.0,121.0,34,1,1367,1205,237170.11,384,0.0,0.0,4,2,0,1,3.0,0.08823529411764706,0.0,0.0,363.0,0.08823529411764706,0.0,0.0,3.0,0.08823529411764706,0.0,0.0,212.0,186.0,11958.169999999984,42.0,14.0,0.4117647058823529,13.0,0.43333333333333335,1694.0,0.4117647058823529,0.0,0.0,14.0,0.4117647058823529,0.0,0.0,774.0,664.0,118869.48999999999,195.0
4,368595,50,48,6050.0,121.0,50,1,2182,1883,347462.13,449,0.0,0.0,5,2,0,1,16.0,0.32,18.0,0.375,1936.0,0.32,0.0,0.0,16.0,0.32,0.0,0.0,815.0,678.0,110292.02000000002,65.0,19.0,0.38,18.0,0.375,2299.0,0.38,0.0,0.0,19.0,0.38,0.0,0.0,1027.0,864.0,122250.19,107.0
4,368595,28,28,3388.0,121.0,28,1,1930,1755,298454.07,438,0.0,0.0,6,2,0,1,-22.0,-0.7857142857142857,-20.0,-0.7142857142857143,-2662.0,-0.7857142857142857,0.0,0.0,-22.0,-0.7857142857142857,0.0,0.0,-252.0,-128.0,-49008.06,-11.0,-6.0,-0.21428571428571427,-2.0,-0.07142857142857142,-726.0,-0.21428571428571427,0.0,0.0,-6.0,-0.21428571428571427,0.0,0.0,563.0,550.0,61283.96000000002,54.0
